"Date","Invocation","Log"
"27/11/2025 17:54:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\La.Nuit.Au.Coeur.2025.Natacha.Appanah.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Bunker+Parano+-+G.+J.+Arnaud.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Chroniques+du+Monde+d'Après+-+Philippe+Granarolo.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Faillir+être+flingué+roman+(Céline+Minard).epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\John+Scalzi+-+Viser+la+lune.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Kill+me+harder+-+Callie+Darkwood.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+grande+extinction+Tome+1+-+2025-2033+L'ADN+du+chaos+-+Philippe+Granarolo.epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Les+fantômes+de+Belfast+(Stuart+Neville).epub'"
"30/11/2025 19:18:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Operation+Z+-+Alain+BAUER.epub'"
"03/12/2025 16:30:52","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/12/2025 16:30:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+jour+de+l'expiation+-+Bethany+Jacobs.epub'"
"03/12/2025 16:30:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+jour+du+souvenir+-+Bethany+Jacobs.epub'"
"03/12/2025 16:30:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Loups+de+Wolf+-+Arca+Beauville.epub'"
"03/12/2025 17:42:13","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/12/2025 17:42:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\L'insaisissable+Monsieur+X+-+Xiaolong+Qiu.epub'"
"06/12/2025 17:24:20","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"06/12/2025 17:24:21","Batch-Delete-BigFileinEpub","<Action> Suppression de '4 MB.jpg' dans 'C:\Users\sense\Downloads\Le+code+rouge+-+Tom+Clancy.epub'"
"06/12/2025 17:24:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\La cuisine indienne pour debutants.epub' dans 'C:\Users\sense\Downloads\Plus-Noir-Que-Noir--.epub'"
"06/12/2025 17:24:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Transylvania+(Nicolas+Beuglet).epub'"
"08/12/2025 20:56:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"08/12/2025 20:56:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+tambour+d'Auschwitz+-+Léger,+JF.epub'"
"08/12/2025 20:56:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+yeux+sont+un+morceau+de+choix.epub'"
"11/12/2025 21:13:35","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"11/12/2025 21:13:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Au-delà+des+limites+-+Kellerman,+Jonathan.epub'"
"11/12/2025 21:13:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\L'Entomologiste+-+Franck+Bouysse.epub'"
"11/12/2025 21:13:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+la+Femme+du+Colonel+-+Ben+Stevens.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\dungeon-crawler-carl-t1.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Dungeon+Crawler+Carl+-+Tome+2+--+Matt+Dinniman+--+2025+--+Lorestone.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Génération+Raider.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\L'Homme+sous+le+toit+-+Francis+Groff.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Chute+dHypérion.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Meizoz+Jérôme+-+Le+hameau+de+personne.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Meizoz+Jérôme+-+Le+hameau+de+personne(1).epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Meizoz+Jérôme+-+Le+hameau+de+personne(2).epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Müller+Sarah+Elena+-+L'enfant+hors+champ.epub'"
"17/12/2025 20:10:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Trois+nuits+-+Stéphane+Arnier.epub'"
"21/12/2025 13:15:50","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"21/12/2025 13:33:57","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"21/12/2025 13:33:58","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\L'horreur au paradis - 03 - Arène - Pierce, Augustine.epub'"
"22/12/2025 20:22:52","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Anastasia+Fomitchova+-+Volia.+Engagée+volontaire+dans+la+résistance+ukrainienne.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Anastasia+Fomitchova+-+Volia.+Engagée+volontaire+dans+la+résistance+ukrainienne(1).epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\D'Annunzio+le+magnifique.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Le+couperet+-+Donald+Westlake.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+Déjeuner+de+Colombey+-+Christophe+Tardieu.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Roudaut+Yannick+-+La+vie+rêvée+de+Nikola+Tesla.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+le+marchand+de+Venise+-+Stevens,+Ben.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+le+Tireur+-+Ben+Stevens.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+le+U-boat+-+Ben+Stevens.epub'"
"22/12/2025 20:22:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+les+Notables+-+Ben+Stevens.epub'"
"24/12/2025 15:48:44","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Frederik.Pohl.1985.Casse.Tete.Chinois.Fr.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ici+et+maintenant+-+Jim+Thompson.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.40 MB.jpg' dans 'C:\Users\sense\Downloads\La+Guerre+des+Descendants+-+Tome+03+-+Nuages+De+Guerre+-+John+Walker.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\La+Guerre+des+Descendants+-+Tome+08+-+Dechaine+-+John+Walker.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\La+Guerre+des+Descendants+-+Tome+09+-+Reponse+Finale+-+John+Walker.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Végétarienne+-+Kang+Han.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Malala+Yousafzai+-+Moi,+Malala,+je+lutte+pour+l'éducation.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Maxime+Chattam+-+In+Tenebris.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Maxime+Chattam+-+In+Tenebris(1).epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Maxime+Chattam+-+In+Tenebris(2).epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Quitter+l'Ouest+-+Patrice+Robin.epub'"
"24/12/2025 15:48:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Trouver+ma+voie+-+Malala+Yousafzai.epub'"
"25/12/2025 23:43:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"25/12/2025 23:43:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Christophe+Donner+-+Sexe.epub'"
"25/12/2025 23:43:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\De+Sable+et+d'Or+-+Dominique+Luciani.epub'"
"25/12/2025 23:43:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\L'enjomineur+1792+(Pierre+Bordage).epub'"
"25/12/2025 23:43:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+vrai+lieu.+Entretiens+avec+Michelle+Porte+-+Annie+Ernaux,+Michelle+Porte.epub'"
"25/12/2025 23:43:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Lenfant+du+jeudi+noir+-+Alejandro.epub'"
"25/12/2025 23:43:43","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/12/2025 12:31:50","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/12/2025 12:31:50","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le Pire des Noëls -- Collectif Collectif -- 2024 -- Le Livre de Poche -- 0f743b4375582d0fffa06e349b3117c3 -- Anna’s Archive.epub'"
"28/12/2025 18:12:34","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/12/2025 14:19:28","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Chrysalide+-+Anuja+Varghese.epub'"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Clark+Phenderson+Djèlí+-+La+guilde+des+queues+de+chats+morts.epub'"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Laforgue+Raphaël+-+Lîle+de+Clipperton.epub'"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Tablettes+de+buis+dApronenia+Avitia.epub'"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Mani+Khosraw+-+Rattraper+l'horizon.epub'"
"30/12/2025 14:19:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Nasim+Marashi+-+La+mère+des+palmiers.epub'"
"30/12/2025 18:56:14","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/12/2025 18:56:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Karine+Giebel+-+J'aime+votre+peur.epub'"
"30/12/2025 18:58:56","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/12/2025 18:58:56","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\McFadden,+Freida.+Le+cadeau.epub'"
"30/12/2025 19:03:36","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/12/2025 22:36:41","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"02/01/2026 20:21:06","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"02/01/2026 20:21:06","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Hitler+contre+Berlin+1933-1945+-+Pierre+Vallaud++Mathilde+Aycard.epub'"
"02/01/2026 20:21:06","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Noir+comme+l'enfer+-+Anonyme.epub'"
"05/01/2026 19:33:22","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"05/01/2026 19:33:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Un thriller de Sam Reilly Tome 18 Le Tombeau de l'Eldorado - Christopher Cartwright.epub'"
"07/01/2026 22:10:40","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Anatomies+de+chutes+-+Benoit+Franquebalme.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Angélique+Villeneuve+-+Nuit+de+septembre.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Boualem+Sansal+-+Discours+pour+le+Prix+de+la+paix+des+libraires+et+éditeurs+allemands.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Elsa+Boublil+-+Le+Temps+d'apprendre+à+vivre.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Explosive+modernité+-+Eva+Illouz.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Gang+chinois+sur+Paris+-+Inconnu(e).epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Fin+du+week-end+-+Michaël+Perruchoud.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Belles+promesses+-+Pierre+Lemaitre.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+oubliés+Enquête+aux+racines+de+la+colère+française.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Menace+sur+l'état+de+droit+-+Patrice+Spinosi.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Néron+à+l’Élysée+-+Nicolas+Domenach.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Noel+au+chaud+-+G.+J.+Arnaud.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Plutonium,+La+-+Eric+Dupriez.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Post-verite+-+Ayman+Mounir.epub'"
"07/01/2026 22:10:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Uchronie+-+Emmanuel+Carrère.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\bibliothèque+de+Babel,+La+-+Miko+Kontente.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Gaza+-+Alexandre+Rocourt.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\La+Voie+du+Sabre+-+Thomas+Day.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Les+maths+sont+un+tango+à+trois+temps.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Les+soviétiques+en+guerre+1939-1949+-+Alexandre+Sumpf.epub'"
"07/01/2026 22:14:31","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Sur+l'épreuve+de+l'antisémitisme+-+Robert+Badinter.epub'"
"07/01/2026 22:14:45","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/01/2026 22:14:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\La+Voie+du+Sabre+-+Thomas+Day.epub'"
"07/01/2026 22:21:03","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/01/2026 22:21:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\3.2 MB.jpg' dans 'C:\Users\sense\Downloads\Millecrabe [T1] - Millecrabe - Paul-Jean Hérault - 2009.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Bréviaire+des+anonymes+-+Lyonel+Trouillot.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Glaive+de+Dieu,+Le+-+Hervé+Gagnon.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ils+ont+tué+Édouard+Philippe+-+Max+B_.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Jon Fosse - Septologie III-V - Je est un autre.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Katanga+-+Aux+sources+du+mal.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Bateaux+sur+la+terrasse.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+douze+péchés+capitaux.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\mystère+du+plateau+d’argent+de+Nostradamus,+Le+-+Abdelhafid+Daoudi.epub'"
"10/01/2026 19:59:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\There+is+no+Devil -+Sophie+Lark.epub'"
"15/01/2026 19:59:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\21+Affaires+Surnaturelles+Démasquées+-+Denis+Libert.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Collioure-Perpignan+piège+sanglant+-+Piège+sanglant+Perpignan.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Fatale+crevasse+-+Gérard+Muller.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Fetiche45.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Fritz,+le+damné+-+Sylvain+Johnson.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Génies+du+mal++Comment+ils+font+l'histoire+-+Fabrice+d'+Almeida.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Grand+Oeuvre,+Le+-+Hervé+Gagnon.epub'"
